Datetime,AC_Power,Price,Battery_State_kWh,Charge_kwh,Discharge_kwh,Revenue_$,Cumulative_Revenue_$
2024-01-09 12:00:00,56.799,59.824167,13.3,0.0,0.0,3.397952861433,160.5208271847176
2024-01-09 13:00:00,58.864,71.189167,13.3,0.0,0.0,4.1904791262879995,164.71130631100561
2024-01-09 14:00:00,51.195,60.205833,13.3,0.0,0.0,3.082237620435,167.7935439314406
2024-01-09 15:00:00,39.74,81.818333,13.3,0.0,0.0,3.25146055342,171.0450044848606
2024-01-09 16:00:00,29.499,87.3075,13.3,0.0,0.0,2.5754839425,173.6204884273606
2024-01-09 17:00:00,20.194,147.10667,13.3,0.0,0.0,2.97067209398,176.5911605213406
2024-01-09 18:00:00,11.883,191.755,13.3,0.0,0.0,2.2786246649999997,178.8697851863406
2024-01-09 19:00:00,7.628,181.76833,13.3,0.0,0.0,1.38652882124,180.2563140075806
2024-01-09 20:00:00,0.0,139.2575,13.3,0.0,0.0,0.0,180.2563140075806
2024-01-09 21:00:00,0.0,115.1425,13.3,0.0,0.0,0.0,180.2563140075806
2024-01-09 22:00:00,0.0,108.26583,13.3,0.0,0.0,0.0,180.2563140075806
2024-01-09 23:00:00,0.0,145.20417,13.3,0.0,0.0,0.0,180.2563140075806
2024-01-10 00:00:00,0.0,122.85083,13.3,0.0,0.0,0.0,180.2563140075806
2024-01-10 01:00:00,0.0,126.08833,13.3,0.0,0.0,0.0,180.2563140075806
2024-01-10 02:00:00,0.0,130.75667,13.3,0.0,0.0,0.0,180.2563140075806
2024-01-10 03:00:00,0.0,108.96083,13.3,0.0,0.0,0.0,180.2563140075806
2024-01-10 04:00:00,0.0,136.0125,13.3,0.0,0.0,0.0,180.2563140075806
2024-01-10 05:00:00,8.896,160.47167,13.3,0.0,0.0,1.42755597632,181.68386998390062
2024-01-10 06:00:00,13.561,75.769167,13.3,0.0,0.0,1.0275056736869999,182.7113756575876
2024-01-10 07:00:00,23.149,52.765833,13.3,0.0,0.0,1.221476268117,183.9328519257046
2024-01-10 08:00:00,34.725,45.5,13.3,0.0,0.0,1.5799874999999999,185.51283942570458
2024-01-10 09:00:00,41.735,31.633333,13.3,0.0,0.0,1.320217152755,186.83305657845958
2024-01-10 10:00:00,44.565,47.848333,13.3,0.0,0.0,2.1323609601449998,188.96541753860458
2024-01-10 11:00:00,56.633,60.051667,13.3,0.0,0.0,3.4009060572110004,192.36632359581557
2024-01-10 12:00:00,61.484,69.4275,13.3,0.0,0.0,4.26868041,196.63500400581557
2024-01-10 13:00:00,57.59,83.1375,13.3,0.0,0.0,4.787888625000001,201.42289263081557
2024-01-10 14:00:00,52.426,96.764167,13.3,0.0,0.0,5.072958219142,206.49585084995758
2024-01-10 15:00:00,42.737,95.220833,13.3,0.0,0.0,4.069452739921,210.56530358987857
2024-01-10 16:00:00,30.376,111.20583,13.3,0.0,0.0,3.3779882920800004,213.94329188195857
2024-01-10 17:00:00,22.388,205.06333,13.3,0.0,0.0,4.590957832040001,218.53424971399858
2024-01-10 18:00:00,12.474,226.04583,13.3,0.0,0.0,2.81969568342,221.35394539741858
2024-01-10 19:00:00,9.439,200.60167,13.3,0.0,0.0,1.89347916313,223.24742456054858
2024-01-10 20:00:00,0.0,125.24417,13.3,0.0,0.0,0.0,223.24742456054858
2024-01-10 21:00:00,0.0,108.14417,13.3,0.0,0.0,0.0,223.24742456054858
2024-01-10 22:00:00,0.0,88.536667,13.3,0.0,0.0,0.0,223.24742456054858
2024-01-10 23:00:00,0.0,91.198333,13.3,0.0,0.0,0.0,223.24742456054858
2024-01-11 00:00:00,0.0,86.2825,13.3,0.0,0.0,0.0,223.24742456054858
2024-01-11 01:00:00,0.0,75.58,13.3,0.0,0.0,0.0,223.24742456054858
